,Title,Image url,Description,Page url,Item number,Page number
37,Portrait of A. R. Leyden’s Mother,https://csmvs.in/wp-content/uploads/2024/03/67.38-copy.jpg,"Portrait of A. R. Leyden’s Mother
67.38
DESCRIPTION
Mrs. Louise von Leyden, the lady in the portrait, hailed from a family of artists. She herself was a watercolourist, her husband, Victor Ernst von Leyden, was a sculptor, her elder son Albrecht von Leyden was a photographer and oil colour painter; her younger son Rudolf von Leyden was an art critic, a cartoonist, a photographer, and a painter. The Leyden Family had friendly relationships with Walter Langhammer, the artist of this portrait.
Walter Langhammer was an Austrian by origin. His works express traits of Expressionism and Post-Impressionism while revealing his penchant for pure and bright colours applied boldly with a painting knife.
COLLECTION
Indian Paintings
ARTIST
Walter Langhammer
OBJECT TYPE
Oil Painting
MATERIAL
Oil on Canvas
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Impasto
DATE
20th Century CE
LOCATION
Mumbai
DIMENSION
174.8 x 148 cms.",https://csmvs.in/collections/portrait-of-a-r-leydens-mother/,38,2
38,Shringar-Toilet,https://csmvs.in/wp-content/uploads/2024/03/36.5.jpg,"Shringar-Toilet
36.5
DESCRIPTION
The picture shows a young woman sitting in front of a mirror and applying make-up.
This painting by Vasant Ananta Mali (1911-2011), who was a renowned portraitist of realistic style, is different from rest of his works as the delineation of the figure is stylised and not realistic. The influence of Indian painting is felt on it.
COLLECTION
Indian Paintings
ARTIST
Vasant Ananta Mali (1911-2011)
OBJECT TYPE
Painting
MATERIAL
Watercolour on paper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Gouache
DATE
20th Century CE
LOCATION
Mumbai
DIMENSION
29.1 x 19.5 cms",https://csmvs.in/collections/shringar-toilet/,39,2
39,Banishment of Rama and Sita,https://csmvs.in/wp-content/uploads/2024/03/98.1.jpg,"Banishment of Rama and Sita
98.1
DESCRIPTION
The painting depicts the scene of banishment of Rama and Sita. The importance given to gestures, tender lines and the use of wash techniques take this picture to a different level.
The artist, Gunwant Hanmanth Nagarkar, is considered as one of the important artists from the early period of the Bombay Revivalist Movement started in 1920, for the revival of Indian Art. He became proficient in the wash technique which involved applying superimposing layers of transparent washes of watercolour to achieve the desired effect. As a teacher at Sir J. J. School of Art, he propagated this technique and popularised it among his students.
COLLECTION
Indian Paintings
ARTIST
Gunwant Hanmanth Nagarkar (1892-1956)
OBJECT TYPE
Painting
MATERIAL
Watercolour on paper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Gouache
DATE
20th century CE
LOCATION
Mumbai
DIMENSION
--",https://csmvs.in/collections/banishment-of-rama-and-sita/,40,2
40,SHAKUNTALA,https://csmvs.in/wp-content/uploads/2024/03/31.62-copy.jpg,"SHAKUNTALA
31.62
DESCRIPTION
This painting by Raghunath Dhondopant Dhopeshwarkar depicts Shakuntala and her companions against the scenic background. Shakuntala is engrossed in reading a letter written on a lotus leaf. Her companions seem to be curious to know what is there in the letter.
From the selection of the subject to the treatment, this painting epitomises the golden period of the Bombay Revivalism initiated by Captain W.E.G. Solomon, Principal of Sir J. J. School of Art from 1919 to 1937.
R D Dhopeshwarkar was one of the distinguished artists of Bombay Revivalism initiated by Captain Solomon. Later; Dhopeshwarkar became a professor and Head of the Department of Painting at Sir J. J. School of Art.
COLLECTION
Indian Paintings
ARTIST
Raghunath Dhondopant Dhopeshwarkar (1903-1974)
OBJECT TYPE
Painting
MATERIAL
WATER COLOUR ON PAPER
SCHOOLS/CULTURE/PERIOD
BOMBAY SCHOOL
TECHNIQUE
GOUACHE
DATE
1931
LOCATION
MUMBAI
DIMENSION
16 x 27 cms",https://csmvs.in/collections/shakuntala/,41,2
41,Love Linger,https://csmvs.in/wp-content/uploads/2024/03/36.6.jpg,"Love Linger
36.6
DESCRIPTION
The painting depicts Shakuntala surrounded by her companions and deers in the woods while the King Dushyanta with a bow, who has come for hunting, is stealthily gazing at her from behind the bushes. The captivating colour scheme and the delineation of the figures are reminiscent of Indian miniatures. This painting was exhibited in the Gladstone Solomon Scholarship Exhibition held at Sir J. J. School of Art, Mumbai.
R D Dhopeshwarkar was one of the distinguished artists of Bombay Revivalism initiated by Captain W.E.G. Solomon, Principal of Sir J. J. School of Art from 1919 to 1937. Later, Dhopeshwarkar became a professor and the Head of the Department of Painting at Sir J. J. School of Art.
COLLECTION
Indian Paintings
ARTIST
Raghunath Dhondopanta Dhopeshwarkar (1903-1974)
OBJECT TYPE
Painting
MATERIAL
Watercolour on paper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Gouache
DATE
1936
LOCATION
Mumbai
DIMENSION
31.1 x 91.1 cms.",https://csmvs.in/collections/love-linger/,42,2
42,The Message,https://csmvs.in/wp-content/uploads/2024/03/35.7.jpg,"The Message
35.7
DESCRIPTION
‘The Message’ shows a lover on a camel delivering a letter to his beloved with the help of a spear. The impression of Rajasthani miniatures is clearly felt on this picture. It is considered to be one of the important works of the artist Jagannath Murlidhar Ahiwasi (1901-1973).
Ahiwasi is considered to be one of the pioneers of the Indian style of painting known as the Bombay Revivalist School in the 20th century. He used the characteristics and techniques of various schools of Indian miniature paintings such as Jain, Rajasthani, and Pahari and formulated his own distinctive style.
COLLECTION
Indian Paintings
ARTIST
Jagannath Murlidhar Ahiwasi (1901-1973)
OBJECT TYPE
Painting
MATERIAL
Watercolour on Paper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Gouache
DATE
1934
LOCATION
Mumbai",https://csmvs.in/collections/the-message/,43,2
43,Mahiyari,https://csmvs.in/wp-content/uploads/2024/03/35.1.jpg,"Mahiyari
35.1
DESCRIPTION
In the year 1935, the 44th Annual Art Exhibition of the Bombay Art Society was held at the Town Hall (Asiatic Society) Bombay and in this exhibition, ‘Mahiyari’, won the Society’s prestigious gold medal of the year to the artist. It depicts a Rajasthani woman resting by her pot of water or curd. It is carried out with a bold cubist touch in the bright colours. The face is exquisitely executed and a light but soft background of sunlit buildings sets off the graceful figure.
Solegaonkar joined Sir J. J. School of Art directly in the fourth year in 1930 and passed the Diploma Examination in Drawing and Painting in 1932, winning the Dolly Cursetji Prize twice during this period. He also worked in the then popular Bombay Revivalist Style under the guidance of the artist J. M. Ahivasi using opaque watercolours inspired by the colouring technique of Indian miniatures. During his professional life, Solegaonkar was deeply impressed by the exotic nature of the Ajanta frescoes and believed that the colours used must have belonged to the immediate environment. He made a point of collecting natural materials available around Ajanta such as coloured mud, stones, leaves, and flowers to produce similar colours. His paintings looked unique because he put in a lot of effort to prepare colours.
COLLECTION
Indian Paintings
ARTIST
Govind Madhav Solegaonkar (1912-1986)
OBJECT TYPE
Oil Painting
MATERIAL
Oil on Canvas
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Oil painting, Cubism
DATE
1935
LOCATION
Mumbai
DIMENSION
63.4 x 63.4 cms.",https://csmvs.in/collections/mahiyari/,44,2
44,A Parsi Girl,https://csmvs.in/wp-content/uploads/2024/03/33.76.jpg,"A Parsi Girl
33.76
DESCRIPTION
The painting shows a small innocent Parsi girl standing before a painting. She has drawn a caricature of her father or the teacher on it and mischievously showing it to the viewers. The embroidery on her dress is the peculiarity of Parsi dressing. Pestonji Bomanji is famous as a painter who painted pictures based on Parsi lifestyle.
Endowed with great skill and craftsmanship, Pestonji had a rare vision of developing technique which could maintain true painterly values in his works executed in oil. His style reflects the influence of the 17th-century Dutch master painters Rembrandt and Vermeer. He is considered to be one of the pioneers of the Bombay School of painting.
Sir DJ Tata Collection
COLLECTION
Indian Paintings
ARTIST
Pestonji Bomanji (1851-1938)
OBJECT TYPE
Oil Painting
MATERIAL
Oil on Canvas
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Oil Painting
DATE
Late 19th century
LOCATION
Aurangabad
DIMENSION
120.5 x 77.4 cms.",https://csmvs.in/collections/a-parsi-girl/,45,2
45,Leisure Hour,https://csmvs.in/wp-content/uploads/2024/03/33.60-copy.jpg,"Leisure Hour
33.60
DESCRIPTION
The painting shows a Parsi woman sitting near a window doing some sewing work during her leisure time. She appears in the typical Parsi apparel. The artist of the painting, is known for the depiction of the life style of the Parsi community.
Endowed with great skill and craftsmanship, Pestonji had a rare vision of developing technique which could maintain true painterly values in his works executed in oil. His style reflects the influence of the 17th-century Dutch master painters Rembrandt and Vermeer. He is considered to be one of the pioneers of the Bombay School of painting.
Sir DJ Tata Collection
COLLECTION
Indian Paintings
ARTIST
Pestonji Bomanji (1851-1938)
OBJECT TYPE
Oil Painting
MATERIAL
Oil on Canvas
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
Oil painting
DATE
1885
LOCATION
mumbai
DIMENSION
160 x 117.5 cms",https://csmvs.in/collections/leisure-hour/,46,2
46,Praying for the sick,https://csmvs.in/wp-content/uploads/2024/03/33.20-copy.jpg,"Praying for the sick
33.20
DESCRIPTION
The painting depicts an old Parsi couple in a room. The ailing wife seems to be sleeping while the husband is offering sukhad (sandalwood) and loban (incense, frankincense) to keep the sacred fire burning in the Afarganyu (Fire-vase) during the prayers for the speedy recovery and longevity of his wife. This painting manifests a very intense feeling of both warmth and sadness due to the sombre shades as the fire is made the only light source.
The artist of the painting is known for the rendition of the life style of the Parsi community.
Endowed with great skill and craftsmanship, Pestonji had a rare vision of developing technique which could maintain true painterly values in his works executed in oil. His style reflects the influence of the 17th-century Dutch master painters Rembrandt and Vermeer. He is considered to be one of the pioneers of the Bombay School of painting.
Sir D J Tata Art Collection
COLLECTION
Indian Paintings
ARTIST
Pestonji Bomanji (1851 - 1938)
OBJECT TYPE
Oil Painting
MATERIAL
Oil on canvas
SCHOOLS/CULTURE/PERIOD
Bombay school
TECHNIQUE
Oil painting
DATE
1885
LOCATION
Mumbai
DIMENSION
68 x 87 cms.",https://csmvs.in/collections/praying-for-the-sick/,47,2
47,Meditation,https://csmvs.in/wp-content/uploads/2024/03/25.4687.jpg,"Meditation
25.4687
DESCRIPTION
An old ascetic dressed in saffron is meditating in a forest underneath a tree. The greens in the background manifest a sense of serenity embedded in the subject. The artist, S. N. Gorakshkar, though did not have any formal education; the treatment given to the painting unmistakably reveals the influence of Impressionism.
Gorakshkar received encouragement from the celebrated stalwart of the Bombay School, M. V. Dhurandar. He is also known for his illustrations made for the Illustrated Weekly published by The Times of India whose art director was famous artist Walter Langhammer who was one of the influential figures for the artists of Progressive Artist’s Group
COLLECTION
Indian Paintings
ARTIST
S. N. GORAKSHAR
OBJECT TYPE
Oil Painting Painting
MATERIAL
Oil on canvas
SCHOOLS/CULTURE/PERIOD
BOMBAY SCHOOL
TECHNIQUE
Oil painting
DATE
: Early 20th century
LOCATION
MUMBAI
DIMENSION
76.2 x 102 cms.",https://csmvs.in/collections/meditation/,48,2
48,Sanad,https://csmvs.in/wp-content/uploads/2024/02/Sanad-2.jpg,"Sanad
30.6230
DESCRIPTION
Sanad presented to Dr Jeevanji Jamshedji Modi
This 1928 Parsi Sanad has beautiful illustrations by renowned Indian artist and illustrator M V Dhurandhar depicting Parsi religious architectural features and Parsi men and women in their daily life.
COLLECTION
Indian Decorative Art
ARTIST
Rao Bahadur M V Dhurandhar - (18 March 1867 – 01 June 1944)
OBJECT TYPE
Painting
MATERIAL
Watercolour and ink on paper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
--
DATE
1928
LOCATION
Mumbai
DIMENSION
55 * 30 cm",https://csmvs.in/collections/sanad/,49,2
49,Decorative box,https://csmvs.in/wp-content/uploads/2024/04/22.1074.jpg,"Decorative box
22.1074
DESCRIPTION
A fruit like box invented out of natural wood.
COLLECTION
Japanese Art
OBJECT TYPE
Box
MATERIAL
Wood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th CEntury CE
LOCATION
Japan",https://csmvs.in/collections/decorative-box/,50,2
50,Okimono,https://csmvs.in/wp-content/uploads/2024/04/22.954.jpg,"Okimono
22.954
DESCRIPTION
Carved boxwood ornament shape of a snake coiling round a frog.
COLLECTION
Japanese Art
OBJECT TYPE
Okimono
MATERIAL
Carved boxwood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
Japan",https://csmvs.in/collections/okimono/,51,2
51,Doctor’s sword,https://csmvs.in/wp-content/uploads/2024/04/22.924.jpg,"Doctor’s sword
22.924
DESCRIPTION
A carved wooden doctor's sword in the shape of a dragon.
COLLECTION
Japanese Art
OBJECT TYPE
Swords
MATERIAL
Carved wood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
Japan",https://csmvs.in/collections/doctors-sword/,52,2
52,Tokko,https://csmvs.in/wp-content/uploads/2024/04/22.736.jpg,"Tokko
22.736
DESCRIPTION
An old wooden carved and gilt Tokko, religious instrument held by buddhist priests.
COLLECTION
Japanese Art
OBJECT TYPE
Bowl religious object
MATERIAL
Wood
SCHOOLS/CULTURE/PERIOD
K'ang Hsi period
TECHNIQUE
--
DATE
19th century CE
LOCATION
Japan",https://csmvs.in/collections/tokko-2/,53,2
53,Tokko,https://csmvs.in/wp-content/uploads/2024/04/22.733.jpg,"Tokko
22.733
DESCRIPTION
An old wooden carved and gilt Tokko, religious instrument held by buddhist priests.
COLLECTION
Japanese Art
OBJECT TYPE
Bowl religious object
MATERIAL
Wood
SCHOOLS/CULTURE/PERIOD
K'ang Hsi period
TECHNIQUE
--
DATE
19th century CE
LOCATION
Japan",https://csmvs.in/collections/tokko/,54,2
54,Sake Pot,https://csmvs.in/wp-content/uploads/2024/02/22.939.jpg,"Sake Pot
22.939
DESCRIPTION
silver plated barrel-shaped sake pot with circular floral medallions and three vertical gilt band
Unsigned
COLLECTION
Japanese Art
OBJECT TYPE
Pot Jar
MATERIAL
Silver
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1885
LOCATION
Japan
DIMENSION
H: 18 L: 8.7 W: 7 Dia of lid: 4.4",https://csmvs.in/collections/sake-pot-2/,55,2
55,Sake Pot,https://csmvs.in/wp-content/uploads/2024/02/22.937.jpg,"Sake Pot
22.937
DESCRIPTION
a copper gilt barrel-shaped sake pot with circular floral medallions and three vertical gilt band
Unsigned
COLLECTION
Japanese Art
OBJECT TYPE
Pot Jar
MATERIAL
Copper with gilt
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1885
LOCATION
Japan
DIMENSION
H:13.4, D:8.6",https://csmvs.in/collections/sake-pot/,56,2
56,Jar,https://csmvs.in/wp-content/uploads/2024/02/22.935.jpg,"Jar
22.935
DESCRIPTION
A bronze Jar with two handles decorated with carved designs of cranes and river scenes
COLLECTION
Japanese Art
OBJECT TYPE
Jar
MATERIAL
Bronze
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1880 - 1900
LOCATION
Japan",https://csmvs.in/collections/jar-3/,57,3
